Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0051303	GO:0050000	chromosome localization	8.091e-03	0.000e+00	4.527e+00	2.975e-05
GO:0062149	GO:0062149	detection of stimulus involved in sensory perception of pain	6.168e-03	0.000e+00	5.378e+00	4.189e-06
GO:0001833	GO:0001833	inner cell mass cell proliferation	7.242e-03	0.000e+00	5.693e+00	2.029e-06
GO:0009065	GO:0009065	glutamine family amino acid catabolic process	8.394e-03	0.000e+00	3.020e+00	9.544e-04
GO:0039535	GO:0039535	regulation of RIG-I signaling pathway	8.394e-03	0.000e+00	5.149e+00	7.094e-06
GO:0039535	GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1.230e-02	0.000e+00	4.767e+00	1.709e-05
GO:0061337	GO:0061337	cardiac conduction	8.491e-03	0.000e+00	5.066e+00	8.599e-06
GO:1902036	GO:1902036	regulation of hematopoietic stem cell differentiation	9.622e-03	0.000e+00	5.407e+00	3.913e-06
GO:0040020	GO:0040020	regulation of meiotic nuclear division	1.093e-02	0.000e+00	4.851e+00	1.408e-05
GO:0061952	GO:0061952	midbody abscission	1.093e-02	0.000e+00	5.269e+00	5.381e-06
GO:0032984	GO:0032984	protein-containing complex disassembly	1.097e-02	0.000e+00	2.982e+00	1.042e-03
GO:0071870	GO:0071868	cellular response to monoamine stimulus	1.157e-02	0.000e+00	5.450e+00	3.547e-06
GO:0071870	GO:0071870	cellular response to catecholamine stimulus	1.157e-02	0.000e+00	5.478e+00	3.329e-06
GO:0071870	GO:0071869	response to catecholamine	1.296e-02	0.000e+00	5.429e+00	3.722e-06
GO:0071870	GO:0071867	response to monoamine	1.296e-02	0.000e+00	5.391e+00	4.064e-06
GO:0002082	GO:0002082	regulation of oxidative phosphorylation	1.230e-02	0.000e+00	5.385e+00	4.125e-06
GO:0007059	GO:0007059	chromosome segregation	1.238e-02	0.000e+00	2.891e+00	1.284e-03
GO:0070265	GO:0070265	necrotic cell death	1.296e-02	0.000e+00	5.329e+00	4.692e-06
GO:0001832	GO:0001832	blastocyst growth	1.375e-02	0.000e+00	6.001e+00	9.976e-07
GO:0051480	GO:0051480	regulation of cytosolic calcium ion concentration	1.375e-02	0.000e+00	4.989e+00	1.026e-05
GO:0090201	GO:0090201	negative regulation of release of cytochrome c from mitochondria	1.375e-02	0.000e+00	5.537e+00	2.902e-06
GO:0008406	GO:0008406	gonad development	1.403e-02	0.000e+00	4.567e+00	2.711e-05
GO:0045137	GO:0045137	development of primary sexual characteristics	1.442e-02	0.000e+00	5.843e+00	1.434e-06
