Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0042060	GO:0042060	wound healing	9.891e-04	0.000e+00	4.928e+00	1.181e-05
GO:0034109	GO:0034109	homotypic cell-cell adhesion	1.011e-03	0.000e+00	5.092e+00	8.095e-06
GO:2000058	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	1.042e-03	0.000e+00	4.293e+00	5.093e-05
GO:2000058	GO:1903050	regulation of proteolysis involved in protein catabolic process	5.410e-04	0.000e+00	3.641e+00	2.286e-04
GO:2000058	GO:0061136	regulation of proteasomal protein catabolic process	1.770e-03	0.000e+00	3.657e+00	2.201e-04
GO:0045765	GO:0045765	regulation of angiogenesis	1.060e-03	0.000e+00	4.087e+00	8.193e-05
GO:0045765	GO:1901342	regulation of vasculature development	1.172e-03	0.000e+00	4.080e+00	8.327e-05
GO:1904668	GO:1904668	positive regulation of ubiquitin protein ligase activity	1.148e-03	0.000e+00	4.381e+00	4.156e-05
GO:1904668	GO:0051348	negative regulation of transferase activity	1.574e-03	0.000e+00	4.123e+00	7.537e-05
GO:2000169	GO:2000169	regulation of peptidyl-cysteine S-nitrosylation	1.148e-03	0.000e+00	5.963e+00	1.088e-06
GO:0042176	GO:0042176	regulation of protein catabolic process	1.232e-03	0.000e+00	3.521e+00	3.012e-04
GO:0007528	GO:0007528	neuromuscular junction development	1.365e-03	0.000e+00	4.981e+00	1.045e-05
GO:0030195	GO:0030195	negative regulation of blood coagulation	1.633e-03	0.000e+00	4.842e+00	1.438e-05
GO:0030195	GO:1900047	negative regulation of hemostasis	1.729e-03	0.000e+00	4.838e+00	1.453e-05
GO:0086009	GO:0086009	membrane repolarization	1.729e-03	0.000e+00	5.145e+00	7.161e-06
GO:0007565	GO:0007565	female pregnancy	1.770e-03	0.000e+00	5.329e+00	4.686e-06
GO:0022407	GO:0022407	regulation of cell-cell adhesion	1.815e-03	0.000e+00	3.491e+00	3.231e-04
GO:0006939	GO:0006939	smooth muscle contraction	1.859e-03	0.000e+00	4.523e+00	3.000e-05
