Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0060920	GO:0060920	cardiac pacemaker cell differentiation	6.035e-03	0.000e+00	6.571e+00	2.687e-07
GO:0051443	GO:0051443	positive regulation of ubiquitin-protein transferase activity	6.512e-03	0.000e+00	4.346e+00	4.510e-05
GO:0043161	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	6.603e-03	0.000e+00	3.213e+00	6.128e-04
GO:0048524	GO:0048524	positive regulation of viral process	6.875e-03	0.000e+00	4.002e+00	9.950e-05
GO:0016197	GO:0016197	endosomal transport	7.174e-03	0.000e+00	3.501e+00	3.152e-04
GO:0032984	GO:0032984	protein-containing complex disassembly	7.174e-03	0.000e+00	2.982e+00	1.042e-03
GO:0002725	GO:0002707	negative regulation of lymphocyte mediated immunity	4.523e-03	0.000e+00	5.165e+00	6.835e-06
GO:0002725	GO:0002725	negative regulation of T cell cytokine production	7.318e-03	0.000e+00	5.924e+00	1.192e-06
GO:0002725	GO:0002706	regulation of lymphocyte mediated immunity	5.059e-03	0.000e+00	4.433e+00	3.693e-05
GO:0043589	GO:0043589	skin morphogenesis	7.318e-03	0.000e+00	5.544e+00	2.855e-06
GO:0045088	GO:0045088	regulation of innate immune response	7.537e-03	0.000e+00	3.143e+00	7.189e-04
GO:0046513	GO:0046513	ceramide biosynthetic process	7.672e-03	0.000e+00	4.047e+00	8.970e-05
GO:0035308	GO:0035308	negative regulation of protein dephosphorylation	7.720e-03	0.000e+00	4.782e+00	1.651e-05
GO:0046467	GO:0046467	membrane lipid biosynthetic process	8.091e-03	0.000e+00	2.539e+00	2.893e-03
GO:0070936	GO:0070936	protein K48-linked ubiquitination	8.091e-03	0.000e+00	4.771e+00	1.693e-05
GO:0048284	GO:0048284	organelle fusion	8.626e-03	0.000e+00	3.935e+00	1.161e-04
GO:0071103	GO:0071103	DNA conformation change	8.647e-03	0.000e+00	2.351e+00	4.452e-03
