dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
16	-0.8660366541039458	1.0780879605887281	1.272378762696886	-2.459036190406234	0.6931471805599453	0.00347507201943713	protein O-linked glycosylation	16. protein O-linked glycosylation	['GO:0006493']	GO:0006493	0
17	1.0677165133673017	-0.8701622623658104	1.5727968265392582	-2.3909464028040954	0.6931471805599453	0.00406493492287055	lung development	17. lung development	['GO:0030324']	GO:0030324	0
18	1.1006717255766338	0.369083311205781	1.6335844432304198	-2.388797714686055	0.6931471805599453	0.00408509617288109	regulation of endocrine process	18. regulation of endocrine process	['GO:0044060']	GO:0044060	0
19	-0.08471218457878442	-1.0875967809039564	0.9822052403138697	-2.3558574283607503	1.3862943611198906	0.00440699514066615	protein secretion	19. protein secretion	['GO:0009306', 'GO:0035592', 'GO:0071692']	GO:0009306	0
20	0.9847022659238539	-0.7674080033544962	1.7311390661542914	-2.3533557764332036	0.6931471805599453	0.00443245386097085	respiratory tube development	20. respiratory tube development	['GO:0030323']	GO:0030323	0
21	0.46710317717826383	0.3579264985696021	1.7135263730054693	-2.3419826832983066	0.6931471805599453	0.00455006202332186	regulation of protein neddylation	21. regulation of protein neddylation	['GO:2000434']	GO:2000434	0
22	0.6609242009762938	0.7411646595316584	1.5545027090474663	-2.3170072150949106	0.6931471805599453	0.00481939790914561	positive regulation of macroautophagy	22. positive regulation of macroautophagy	['GO:0016239']	GO:0016239	0
23	0.06162619093548484	-0.9001883649597393	1.5832740963017107	-2.2795528801006926	1.0986122886681098	0.0052534804434831	metaphase plate congression	23. metaphase plate congression	['GO:0051310', 'GO:0051303']	GO:0051310	0
24	-0.7959861212327537	0.1750048602622805	1.717914147104258	-2.2158324598148864	0.6931471805599453	0.00608369650140787	vascular endothelial growth factor production	24. vascular endothelial growth factor production	['GO:0010573']	GO:0010573	0
25	0.8678732442343166	-0.9522352232114293	1.6643718606185083	-2.2127674526944894	0.6931471805599453	0.00612678368641889	respiratory system development	25. respiratory system development	['GO:0060541']	GO:0060541	0
26	-0.2974638471921875	-0.05652797467305406	0.9461994128642838	-2.1415096996950957	0.6931471805599453	0.00721922039080763	one-carbon metabolic process	26. one-carbon metabolic process	['GO:0006730']	GO:0006730	0
27	-0.7907004494302239	-0.9263251613632512	0.925871252243015	-2.1333618188809185	1.0986122886681098	0.00735594004974317	chemotaxis	27. chemotaxis	['GO:0006935', 'GO:0042330']	GO:0006935	0
28	0.8335119717837444	1.0664106130059667	1.6558962209151458	-2.1067838695305867	0.6931471805599453	0.00782016885347974	positive regulation of transforming growth factor beta receptor signaling pathway	28. positive regulation of transforming growth factor beta receptor signaling pathway	['GO:0030511']	GO:0030511	0
29	1.2174025441663219	0.3122355294020989	1.6398279648528709	-2.1067838695305867	0.6931471805599453	0.00782016885347974	regulation of transforming growth factor beta production	29. regulation of transforming growth factor beta production	['GO:0071634']	GO:0071634	0
