Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0034393	GO:0034393	positive regulation of smooth muscle cell apoptotic process	4.039e-03	0.000e+00	5.769e+00	1.703e-06
GO:0045618	GO:0045618	positive regulation of keratinocyte differentiation	4.039e-03	0.000e+00	5.557e+00	2.774e-06
GO:2000846	GO:2000846	regulation of corticosteroid hormone secretion	4.039e-03	0.000e+00	5.656e+00	2.207e-06
GO:0003198	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	4.560e-03	0.000e+00	5.747e+00	1.790e-06
GO:0043161	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	4.769e-03	0.000e+00	3.213e+00	6.128e-04
GO:0043161	GO:0036503	ERAD pathway	3.917e-03	0.000e+00	3.888e+00	1.293e-04
GO:0043161	GO:0034976	response to endoplasmic reticulum stress	4.265e-03	0.000e+00	3.595e+00	2.540e-04
GO:0071071	GO:0071071	regulation of phospholipid biosynthetic process	5.110e-03	0.000e+00	5.417e+00	3.832e-06
GO:0042752	GO:0042752	regulation of circadian rhythm	5.377e-03	0.000e+00	4.219e+00	6.040e-05
GO:0009755	GO:0009755	hormone-mediated signaling pathway	5.484e-03	0.000e+00	3.205e+00	6.232e-04
GO:0060135	GO:0060135	maternal process involved in female pregnancy	5.584e-03	0.000e+00	5.500e+00	3.161e-06
GO:0035338	GO:0035338	long-chain fatty-acyl-CoA biosynthetic process	5.688e-03	0.000e+00	5.045e+00	9.009e-06
GO:0035930	GO:0035930	corticosteroid hormone secretion	5.688e-03	0.000e+00	6.301e+00	5.005e-07
GO:0008286	GO:0008286	insulin receptor signaling pathway	6.227e-03	0.000e+00	4.612e+00	2.445e-05
GO:0030150	GO:0030150	protein import into mitochondrial matrix	6.296e-03	0.000e+00	4.090e+00	8.131e-05
