Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0046488	GO:0046488	phosphatidylinositol metabolic process	2.253e-03	0.000e+00	2.787e+00	1.632e-03
GO:0046488	GO:0006661	phosphatidylinositol biosynthetic process	6.691e-03	0.000e+00	2.889e+00	1.292e-03
GO:0050798	GO:0050798	activated T cell proliferation	2.338e-03	0.000e+00	5.891e+00	1.286e-06
GO:2001243	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	2.475e-03	0.000e+00	4.637e+00	2.305e-05
GO:0051276	GO:0051276	chromosome organization	2.577e-03	0.000e+00	2.198e+00	6.343e-03
GO:0000132	GO:0000132	establishment of mitotic spindle orientation	2.955e-03	0.000e+00	4.753e+00	1.766e-05
GO:0000132	GO:0051294	establishment of spindle orientation	4.466e-03	0.000e+00	4.728e+00	1.873e-05
GO:0000132	GO:0040001	establishment of mitotic spindle localization	4.905e-03	0.000e+00	4.639e+00	2.294e-05
GO:0044772	GO:0044772	mitotic cell cycle phase transition	3.110e-03	0.000e+00	4.109e+00	7.787e-05
GO:0044772	GO:0044770	cell cycle phase transition	4.487e-03	0.000e+00	4.095e+00	8.034e-05
GO:0045132	GO:0045132	meiotic chromosome segregation	3.988e-03	0.000e+00	4.678e+00	2.099e-05
GO:0045132	GO:0098813	nuclear chromosome segregation	7.488e-03	0.000e+00	4.322e+00	4.770e-05
GO:0031109	GO:0031109	microtubule polymerization or depolymerization	4.606e-03	0.000e+00	4.383e+00	4.142e-05
GO:0031109	GO:0000226	microtubule cytoskeleton organization	5.427e-03	0.000e+00	3.147e+00	7.121e-04
GO:0007346	GO:0007346	regulation of mitotic cell cycle	4.787e-03	0.000e+00	3.572e+00	2.679e-04
GO:0018342	GO:0018342	protein prenylation	5.284e-03	0.000e+00	3.965e+00	1.084e-04
GO:0018342	GO:0097354	prenylation	5.284e-03	0.000e+00	3.965e+00	1.084e-04
GO:0002931	GO:0002931	response to ischemia	6.373e-03	0.000e+00	5.325e+00	4.736e-06
GO:0046579	GO:0046579	positive regulation of Ras protein signal transduction	6.373e-03	0.000e+00	4.763e+00	1.724e-05
GO:0140694	GO:0140694	non-membrane-bounded organelle assembly	7.055e-03	0.000e+00	3.007e+00	9.832e-04
GO:1902117	GO:1902117	positive regulation of organelle assembly	7.397e-03	0.000e+00	4.598e+00	2.522e-05
